tephra_name,longitude,latitude,site,SiO2,TiO2,Al2O3,FeOt,MnO,MgO,CaO,Na2O,K2O,P2O5,total,reference
Hekla 4 Tephra,-17.667,63.95,Kalfafell,74.06,0.14,12.69,1.82,0.05,0,1.13,4.59,2.71,,97.18,"Dugmore, A.J., Larsen, G., Newton, A.J., and Sugden, D.E. (1992) Geochemical stability of fine-grained silicic tephra layers in Iceland and Scotland. Journal of Quaternary Science  7 173-183"
Hekla 4 Tephra,-17.667,63.95,Kalfafell,64.53,0.56,13.67,7.23,0.3,0.63,3.89,4.53,1.84,,97.19,"Dugmore, A.J., Larsen, G., Newton, A.J., and Sugden, D.E. (1992) Geochemical stability of fine-grained silicic tephra layers in Iceland and Scotland. Journal of Quaternary Science  7 173-183"
Hekla 4 Tephra,-17.667,63.95,Kalfafell,74.8,0.11,12.48,1.99,0.08,0.03,1.35,4.58,2.95,,98.37,"Dugmore, A.J., Larsen, G., Newton, A.J., and Sugden, D.E. (1992) Geochemical stability of fine-grained silicic tephra layers in Iceland and Scotland. Journal of Quaternary Science  7 173-183"
Hekla 4 Tephra,-17.667,63.95,Kalfafell,74.11,0.1,12.87,1.92,0.09,0.02,1.35,4.3,2.68,,97.46,"Dugmore, A.J., Larsen, G., Newton, A.J., and Sugden, D.E. (1992) Geochemical stability of fine-grained silicic tephra layers in Iceland and Scotland. Journal of Quaternary Science  7 173-183"
Hekla 4 Tephra,-17.667,63.95,Kalfafell,73.44,0.15,12.51,1.64,0.06,0.02,1.14,4.44,2.74,,96.15,"Dugmore, A.J., Larsen, G., Newton, A.J., and Sugden, D.E. (1992) Geochemical stability of fine-grained silicic tephra layers in Iceland and Scotland. Journal of Quaternary Science  7 173-183"
Hekla 4 Tephra,-17.667,63.95,Kalfafell,73.11,0.18,12.99,1.9,0.06,0.01,1.23,4.69,2.95,,97.11,"Dugmore, A.J., Larsen, G., Newton, A.J., and Sugden, D.E. (1992) Geochemical stability of fine-grained silicic tephra layers in Iceland and Scotland. Journal of Quaternary Science  7 173-183"
Hekla 4 Tephra,-17.667,63.95,Kalfafell,72.52,0.12,13.24,1.74,0.11,0.01,1.26,4.9,2.82,,96.73,"Dugmore, A.J., Larsen, G., Newton, A.J., and Sugden, D.E. (1992) Geochemical stability of fine-grained silicic tephra layers in Iceland and Scotland. Journal of Quaternary Science  7 173-183"
Hekla 4 Tephra,-17.667,63.95,Kalfafell,74.79,0.14,12.43,1.78,0.05,0.04,1.23,4.42,2.86,,97.73,"Dugmore, A.J., Larsen, G., Newton, A.J., and Sugden, D.E. (1992) Geochemical stability of fine-grained silicic tephra layers in Iceland and Scotland. Journal of Quaternary Science  7 173-183"
Hekla 4 Tephra,-17.667,63.95,Kalfafell,73.06,0.06,12.59,1.93,0.12,0.07,1.37,4.58,2.9,,96.42,"Dugmore, A.J., Larsen, G., Newton, A.J., and Sugden, D.E. (1992) Geochemical stability of fine-grained silicic tephra layers in Iceland and Scotland. Journal of Quaternary Science  7 173-183"
Hekla 4 Tephra,-17.667,63.95,Kalfafell,72.34,0.11,12.25,1.91,0.1,0.04,1.41,4.5,2.88,,95.56,"Dugmore, A.J., Larsen, G., Newton, A.J., and Sugden, D.E. (1992) Geochemical stability of fine-grained silicic tephra layers in Iceland and Scotland. Journal of Quaternary Science  7 173-183"
Hekla 4 Tephra,-17.667,63.95,Kalfafell,74.02,0.1,12.83,1.91,0.06,0.02,1.26,4.49,2.88,,97.58,"Dugmore, A.J., Larsen, G., Newton, A.J., and Sugden, D.E. (1992) Geochemical stability of fine-grained silicic tephra layers in Iceland and Scotland. Journal of Quaternary Science  7 173-183"
Hekla 4 Tephra,-17.667,63.95,Kalfafell,73.11,0.1,12.47,1.89,0.06,0.03,1.17,4.67,2.78,,96.28,"Dugmore, A.J., Larsen, G., Newton, A.J., and Sugden, D.E. (1992) Geochemical stability of fine-grained silicic tephra layers in Iceland and Scotland. Journal of Quaternary Science  7 173-183"
Hekla 4 Tephra,-17.667,63.95,Kalfafell,72.59,0.08,12.74,1.77,0.06,0.01,1.13,4.39,2.73,,95.5,"Dugmore, A.J., Larsen, G., Newton, A.J., and Sugden, D.E. (1992) Geochemical stability of fine-grained silicic tephra layers in Iceland and Scotland. Journal of Quaternary Science  7 173-183"
Hekla 4 Tephra,-17.667,63.95,Kalfafell,63.49,0.71,14.52,8.98,0.3,0.59,4.33,4.77,1.74,,99.42,"Dugmore, A.J., Larsen, G., Newton, A.J., and Sugden, D.E. (1992) Geochemical stability of fine-grained silicic tephra layers in Iceland and Scotland. Journal of Quaternary Science  7 173-183"
Hekla 4 Tephra,-17.667,63.95,Kalfafell,75.32,0.09,13.21,1.97,0.05,0.02,1.26,4.16,2.94,,99.01,"Dugmore, A.J., Larsen, G., Newton, A.J., and Sugden, D.E. (1992) Geochemical stability of fine-grained silicic tephra layers in Iceland and Scotland. Journal of Quaternary Science  7 173-183"
Hekla 4 Tephra,-17.667,63.95,Kalfafell,73.99,0.08,12.36,1.76,0.04,0.04,1.29,4.41,2.83,,96.83,"Dugmore, A.J., Larsen, G., Newton, A.J., and Sugden, D.E. (1992) Geochemical stability of fine-grained silicic tephra layers in Iceland and Scotland. Journal of Quaternary Science  7 173-183"
Hekla 4 Tephra,-17.667,63.95,Kalfafell,73.49,0.06,12.59,1.92,0.09,0.03,1.33,4.23,2.76,,96.51,"Dugmore, A.J., Larsen, G., Newton, A.J., and Sugden, D.E. (1992) Geochemical stability of fine-grained silicic tephra layers in Iceland and Scotland. Journal of Quaternary Science  7 173-183"
Hekla 4 Tephra,-17.667,63.95,Kalfafell,60.28,0.83,14.37,9.32,0.31,0.94,4.42,4.28,1.72,,96.47,"Dugmore, A.J., Larsen, G., Newton, A.J., and Sugden, D.E. (1992) Geochemical stability of fine-grained silicic tephra layers in Iceland and Scotland. Journal of Quaternary Science  7 173-183"
Hekla 4 Tephra,-17.667,63.95,Kalfafell,73.7,0.12,12.97,2.09,0.13,0.06,1.26,4.77,2.85,,97.94,"Dugmore, A.J., Larsen, G., Newton, A.J., and Sugden, D.E. (1992) Geochemical stability of fine-grained silicic tephra layers in Iceland and Scotland. Journal of Quaternary Science  7 173-183"
Hekla 4 Tephra,-17.667,63.95,Kalfafell,72.45,0.15,12.91,2,0.06,0,1.26,4.68,2.88,,96.39,"Dugmore, A.J., Larsen, G., Newton, A.J., and Sugden, D.E. (1992) Geochemical stability of fine-grained silicic tephra layers in Iceland and Scotland. Journal of Quaternary Science  7 173-183"
Hekla 4 Tephra,-17.667,63.95,Kalfafell,72.84,0.14,13.04,1.78,0.08,1.78,1.39,3.45,2.69,,95.45,"Dugmore, A.J., Larsen, G., Newton, A.J., and Sugden, D.E. (1992) Geochemical stability of fine-grained silicic tephra layers in Iceland and Scotland. Journal of Quaternary Science  7 173-183"
Hekla 4 Tephra,-17.667,63.95,Kalfafell,72.75,0.16,12.67,1.88,0.05,0.02,1.31,4.46,2.79,,96.1,"Dugmore, A.J., Larsen, G., Newton, A.J., and Sugden, D.E. (1992) Geochemical stability of fine-grained silicic tephra layers in Iceland and Scotland. Journal of Quaternary Science  7 173-183"
Hekla 4 Tephra,-17.667,63.95,Kalfafell,71.79,0.15,12.83,1.79,0.09,0.03,1.25,4.51,2.78,,95.21,"Dugmore, A.J., Larsen, G., Newton, A.J., and Sugden, D.E. (1992) Geochemical stability of fine-grained silicic tephra layers in Iceland and Scotland. Journal of Quaternary Science  7 173-183"
Hekla 4 Tephra,-17.667,63.95,Kalfafell,75.04,0.1,12.97,1.83,0.07,0.02,1.26,3.9,2.98,,98.17,"Dugmore, A.J., Larsen, G., Newton, A.J., and Sugden, D.E. (1992) Geochemical stability of fine-grained silicic tephra layers in Iceland and Scotland. Journal of Quaternary Science  7 173-183"
Hekla 4 Tephra,-17.667,63.95,Kalfafell,74.01,0.14,13,1.91,0.07,0.04,1.26,4.13,2.81,,97.38,"Dugmore, A.J., Larsen, G., Newton, A.J., and Sugden, D.E. (1992) Geochemical stability of fine-grained silicic tephra layers in Iceland and Scotland. Journal of Quaternary Science  7 173-183"
Hekla 4 Tephra,-17.667,63.95,Kalfafell,64.33,0.8,14.43,9.01,0.35,0.65,4.13,3.63,1.74,,99.07,"Dugmore, A.J., Larsen, G., Newton, A.J., and Sugden, D.E. (1992) Geochemical stability of fine-grained silicic tephra layers in Iceland and Scotland. Journal of Quaternary Science  7 173-183"
Hekla 4 Tephra,-17.667,63.95,Kalfafell,72.89,0.09,12.33,1.91,0.07,0.07,1.29,4.24,2.88,,95.75,"Dugmore, A.J., Larsen, G., Newton, A.J., and Sugden, D.E. (1992) Geochemical stability of fine-grained silicic tephra layers in Iceland and Scotland. Journal of Quaternary Science  7 173-183"
Hekla 4 Tephra,-17.667,63.95,Kalfafell,67.97,0.25,13.82,4.86,0.2,0.02,2.64,3.89,2.78,,96.02,"Dugmore, A.J., Larsen, G., Newton, A.J., and Sugden, D.E. (1992) Geochemical stability of fine-grained silicic tephra layers in Iceland and Scotland. Journal of Quaternary Science  7 173-183"
Hekla 4 Tephra,-17.667,63.95,Kalfafell,75.94,0.09,12.76,1,0.01,0.03,1.24,5.24,2.28,,98.59,"Dugmore, A.J., Larsen, G., Newton, A.J., and Sugden, D.E. (1992) Geochemical stability of fine-grained silicic tephra layers in Iceland and Scotland. Journal of Quaternary Science  7 173-183"
Hekla 4 Tephra,-17.667,63.95,Kalfafell,72.86,0.1,12.37,1.92,0.04,0.04,1.21,4.54,2.89,,95.98,"Dugmore, A.J., Larsen, G., Newton, A.J., and Sugden, D.E. (1992) Geochemical stability of fine-grained silicic tephra layers in Iceland and Scotland. Journal of Quaternary Science  7 173-183"
Hekla 4 Tephra,-17.667,63.95,Kalfafell,74,0.15,12.76,1.9,0.07,0.04,1.23,4.02,2.92,,97.1,"Dugmore, A.J., Larsen, G., Newton, A.J., and Sugden, D.E. (1992) Geochemical stability of fine-grained silicic tephra layers in Iceland and Scotland. Journal of Quaternary Science  7 173-183"
Hekla 4 Tephra,-17.667,63.95,Kalfafell,72.08,0.13,12.63,1.93,0.08,0.02,1.26,4.61,2.76,,95.49,"Dugmore, A.J., Larsen, G., Newton, A.J., and Sugden, D.E. (1992) Geochemical stability of fine-grained silicic tephra layers in Iceland and Scotland. Journal of Quaternary Science  7 173-183"
Hekla 4 Tephra,-17.667,63.95,Kalfafell,71.77,0.13,12.65,1.89,0.07,0.03,1.29,4.83,2.72,,95.38,"Dugmore, A.J., Larsen, G., Newton, A.J., and Sugden, D.E. (1992) Geochemical stability of fine-grained silicic tephra layers in Iceland and Scotland. Journal of Quaternary Science  7 173-183"
Hekla 4 Tephra,-17.667,63.95,Kalfafell,74.52,0.08,12.59,2.07,0.08,0.05,1.29,4.79,2.93,,98.39,"Dugmore, A.J., Larsen, G., Newton, A.J., and Sugden, D.E. (1992) Geochemical stability of fine-grained silicic tephra layers in Iceland and Scotland. Journal of Quaternary Science  7 173-183"
Hekla 4 Tephra,-17.667,63.95,Kalfafell,73.65,0.07,12.58,1.83,0.09,0.04,1.35,4.61,2.93,,97.17,"Dugmore, A.J., Larsen, G., Newton, A.J., and Sugden, D.E. (1992) Geochemical stability of fine-grained silicic tephra layers in Iceland and Scotland. Journal of Quaternary Science  7 173-183"
Hekla 4 Tephra,-17.667,63.95,Kalfafell,76,0.09,13.22,1.89,0.05,0.03,1.27,3.95,3.22,,99.71,"Dugmore, A.J., Larsen, G., Newton, A.J., and Sugden, D.E. (1992) Geochemical stability of fine-grained silicic tephra layers in Iceland and Scotland. Journal of Quaternary Science  7 173-183"
Hekla 4 Tephra,-17.667,63.95,Kalfafell,73.25,0.11,12.39,1.93,0.11,0,1.18,4.47,2.86,,96.31,"Dugmore, A.J., Larsen, G., Newton, A.J., and Sugden, D.E. (1992) Geochemical stability of fine-grained silicic tephra layers in Iceland and Scotland. Journal of Quaternary Science  7 173-183"
Hekla 4 Tephra,-17.667,63.95,Kalfafell,66.58,0.4,13.8,4.97,0.16,0.14,3.14,4.88,2.07,,96.13,"Dugmore, A.J., Larsen, G., Newton, A.J., and Sugden, D.E. (1992) Geochemical stability of fine-grained silicic tephra layers in Iceland and Scotland. Journal of Quaternary Science  7 173-183"
Hekla 4 Tephra,-17.667,63.95,Kalfafell,63.38,0.64,14.51,9.07,0.25,0.71,4.42,4.51,1.66,,99.15,"Dugmore, A.J., Larsen, G., Newton, A.J., and Sugden, D.E. (1992) Geochemical stability of fine-grained silicic tephra layers in Iceland and Scotland. Journal of Quaternary Science  7 173-183"
Hekla 4 Tephra,-17.667,63.95,Kalfafell,74.72,0.09,12.42,1.84,0.05,0.04,1.28,4.45,2.84,,97.73,"Dugmore, A.J., Larsen, G., Newton, A.J., and Sugden, D.E. (1992) Geochemical stability of fine-grained silicic tephra layers in Iceland and Scotland. Journal of Quaternary Science  7 173-183"
Hekla 4 Tephra,-17.667,63.95,Kalfafell,66.43,0.56,14.21,7.74,0.29,0.37,3.79,4.12,1.84,,99.36,"Dugmore, A.J., Larsen, G., Newton, A.J., and Sugden, D.E. (1992) Geochemical stability of fine-grained silicic tephra layers in Iceland and Scotland. Journal of Quaternary Science  7 173-183"
Hekla 4 Tephra,-17.667,63.95,Kalfafell,62.17,0.83,15.15,9.08,0.26,0.95,4.48,4.36,1.51,,98.8,"Dugmore, A.J., Larsen, G., Newton, A.J., and Sugden, D.E. (1992) Geochemical stability of fine-grained silicic tephra layers in Iceland and Scotland. Journal of Quaternary Science  7 173-183"
Hekla 4 Tephra,-17.667,63.95,Kalfafell,74.08,0.13,12.96,1.89,0.11,0.02,1.33,4.81,2.92,,98.25,"Dugmore, A.J., Larsen, G., Newton, A.J., and Sugden, D.E. (1992) Geochemical stability of fine-grained silicic tephra layers in Iceland and Scotland. Journal of Quaternary Science  7 173-183"
Hekla 4 Tephra,-17.667,63.95,Kalfafell,74.01,0.12,12.43,1.91,0.03,0.02,1.32,4.67,2.86,,97.36,"Dugmore, A.J., Larsen, G., Newton, A.J., and Sugden, D.E. (1992) Geochemical stability of fine-grained silicic tephra layers in Iceland and Scotland. Journal of Quaternary Science  7 173-183"
Hekla 4 Tephra,-17.667,63.95,Kalfafell,73.2,0.08,12.5,1.96,0.04,0.03,1.19,4.71,2.88,,96.59,"Dugmore, A.J., Larsen, G., Newton, A.J., and Sugden, D.E. (1992) Geochemical stability of fine-grained silicic tephra layers in Iceland and Scotland. Journal of Quaternary Science  7 173-183"
Hekla 4 Tephra,-17.667,63.95,Kalfafell,71.47,0.06,13.03,1.89,0.06,0.05,1.35,4.82,2.68,,95.39,"Dugmore, A.J., Larsen, G., Newton, A.J., and Sugden, D.E. (1992) Geochemical stability of fine-grained silicic tephra layers in Iceland and Scotland. Journal of Quaternary Science  7 173-183"
Hekla 4 Tephra,-17.667,63.95,Kalfafell,74.8,0.13,13.01,1.99,0.13,0.02,1.23,4.49,2.64,,98.43,"Dugmore, A.J., Larsen, G., Newton, A.J., and Sugden, D.E. (1992) Geochemical stability of fine-grained silicic tephra layers in Iceland and Scotland. Journal of Quaternary Science  7 173-183"
Hekla 4 Tephra,-17.667,63.95,Kalfafell,74.69,0.13,12.89,2.04,0.16,0.05,1.35,1.38,2.82,,98.51,"Dugmore, A.J., Larsen, G., Newton, A.J., and Sugden, D.E. (1992) Geochemical stability of fine-grained silicic tephra layers in Iceland and Scotland. Journal of Quaternary Science  7 173-183"
Hekla 4 Tephra,-17.667,63.95,Kalfafell,72.55,0.15,12.65,1.9,0.11,0.01,1.37,4.57,2.75,,96.06,"Dugmore, A.J., Larsen, G., Newton, A.J., and Sugden, D.E. (1992) Geochemical stability of fine-grained silicic tephra layers in Iceland and Scotland. Journal of Quaternary Science  7 173-183"
Hekla 4 Tephra,-1.16,60.18,Kebister,75.14,0.13,12.27,1.77,0.11,0.02,1.24,4.78,2.76,,98.22,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-1.16,60.18,Kebister,73.3,0.11,11.88,1.88,0.05,0.03,1.03,4.08,2.68,,95.04,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-1.16,60.18,Kebister,73.25,0.14,11.38,1.71,0.11,0.01,1.04,4.79,3.09,,95.51,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-1.16,60.18,Kebister,74.67,0.15,13.51,1.75,0.07,0.02,1.27,4.55,2.84,,98.84,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-1.16,60.18,Kebister,72.52,0.1,13.06,1.86,0.12,1.86,0.12,0.02,1.22,,96.15,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-1.16,60.18,Kebister,72.07,0.07,13.33,2.03,0.12,0.01,1.19,4.51,2.72,,96.05,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-1.16,60.18,Kebister,74.4,0.11,12.66,2.01,0.12,0,1.31,5.25,2.88,,98.75,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-1.16,60.18,Kebister,73.28,0.12,13,1.98,0.12,0.04,1.26,4.97,2.73,,97.5,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-1.16,60.18,Kebister,72.81,0.11,12.09,2.06,0.1,0.02,1.26,4.81,2.61,,95.87,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-1.16,60.18,Kebister,71.88,0.12,12.82,2.01,0.12,0.02,1.36,4.62,2.7,,95.65,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-1.16,60.18,Kebister,66.46,0.3,13.12,4.96,0.2,0.17,2.85,5.01,2.2,,95.28,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-1.16,60.18,Kebister,74.93,0.12,13.2,1.58,0.06,0.01,1.31,5.03,2.58,,98.82,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-1.16,60.18,Kebister,72.12,0.18,12.64,1.81,0.1,0.06,1.3,4.83,2.54,,95.56,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-1.16,60.18,Kebister,74.57,0.11,12.39,1.96,0.1,0.07,1.28,5.16,2.89,,98.53,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-1.16,60.18,Kebister,74.02,0.11,12.64,1.95,0.07,0.02,1.41,4.89,2.7,,97.81,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-1.16,60.18,Kebister,74.9,0.14,13.46,1.98,0.07,0.03,1.21,4.87,2.81,,99.48,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-1.16,60.18,Kebister,73.38,0.12,12.29,1.84,0.04,0.03,1.18,4.68,2.62,,96.17,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-1.16,60.18,Kebister,72.98,0.06,11.93,1.99,0.07,0.01,1.25,5.19,2.9,,96.37,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-1.16,60.18,Kebister,72.53,0.13,12.07,1.99,0.07,0.03,1.38,5.17,2.6,,95.96,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-1.16,60.18,Kebister,72.17,0.16,11.94,1.87,0.09,0.03,0.99,4.69,3.14,,95.09,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-1.16,60.18,Kebister,74.2,0.14,13.25,1.83,0.11,0.16,1.35,4.65,2.76,,98.46,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-1.16,60.18,Kebister,73.44,0.1,12.64,1.85,0.1,0.06,1.03,4.3,2.94,,96.45,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-1.16,60.18,Kebister,73.17,0.16,12.26,1.94,0.05,0.06,1.23,5.18,2.79,,96.85,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-1.16,60.18,Kebister,71.87,0.11,12.99,1.85,0.09,0.01,1.18,4.34,2.8,,95.24,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-1.16,60.18,Kebister,66.31,0.38,13.92,5.06,0.21,0.17,2.93,4.79,2.13,,95.91,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-1.16,60.18,Kebister,73.25,0.08,12.24,1.65,0.05,0.04,1.34,4.94,2.7,,96.29,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-1.16,60.18,Kebister,72.74,0.15,12.18,0.15,0.05,0.02,1.35,4.93,2.93,,96.29,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-1.16,60.18,Kebister,72.52,0.13,12.85,1.97,0.05,0.02,1.25,4.6,2.87,,96.26,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.267,58.812,Keiths Peat Bank,73.4,0.08,12.63,1.86,0.06,0.08,1.16,4.04,2.75,,96.07,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.267,58.812,Keiths Peat Bank,72.16,0.19,14.01,3.55,0.15,0.02,2.3,4.42,2.55,,99.35,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.267,58.812,Keiths Peat Bank,74.08,0.16,12.81,2.06,0.07,0.01,1.29,4.63,2.83,,97.93,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.267,58.812,Keiths Peat Bank,69.33,0.34,13.93,5.46,0.25,0.15,3.14,4.51,2.04,,99.15,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
